country,code,year,share_animal_protein,gdp,population,name,four_regions,eight_regions,six_regions,members_oecd_g77,Latitude,Longitude,UN member since,World bank region,World bank income group 2017
Congo,cog,2011,4.503432494,5875,4139748,"Congo, Rep.",africa,africa_sub_saharan,sub_saharan_africa,g77,-1,15.5,20/9/1960,Sub-Saharan Africa,Lower middle income
Congo,cog,2012,3.62557924,5949,4233063,"Congo, Rep.",africa,africa_sub_saharan,sub_saharan_africa,g77,-1,15.5,20/9/1960,Sub-Saharan Africa,Lower middle income
Congo,cog,2013,4.030797101,6031,4324199,"Congo, Rep.",africa,africa_sub_saharan,sub_saharan_africa,g77,-1,15.5,20/9/1960,Sub-Saharan Africa,Lower middle income
Costa Rica,cri,2000,4.994285714,9171,3919180,Costa Rica,americas,america_north,america,g77,10,-84,2/11/1945,Latin America & Caribbean,Upper middle income
Costa Rica,cri,2001,5.039628704,9314,4002946,Costa Rica,americas,america_north,america,g77,10,-84,2/11/1945,Latin America & Caribbean,Upper middle income
Costa Rica,cri,2002,5.006871609,9466,4083197,Costa Rica,americas,america_north,america,g77,10,-84,2/11/1945,Latin America & Caribbean,Upper middle income
Costa Rica,cri,2003,5.17424518,9717,4160438,Costa Rica,americas,america_north,america,g77,10,-84,2/11/1945,Latin America & Caribbean,Upper middle income
Costa Rica,cri,2004,5.031510322,9984,4235605,Costa Rica,americas,america_north,america,g77,10,-84,2/11/1945,Latin America & Caribbean,Upper middle income
Costa Rica,cri,2005,5.026661927,10218,4309413,Costa Rica,americas,america_north,america,g77,10,-84,2/11/1945,Latin America & Caribbean,Upper middle income
Costa Rica,cri,2006,5.083188305,10801,4381820,Costa Rica,americas,america_north,america,g77,10,-84,2/11/1945,Latin America & Caribbean,Upper middle income
Costa Rica,cri,2007,5.346396081,11517,4452608,Costa Rica,americas,america_north,america,g77,10,-84,2/11/1945,Latin America & Caribbean,Upper middle income
Costa Rica,cri,2008,5.578059072,11883,4522124,Costa Rica,americas,america_north,america,g77,10,-84,2/11/1945,Latin America & Caribbean,Upper middle income
Costa Rica,cri,2009,5.627857897,11604,4590790,Costa Rica,americas,america_north,america,g77,10,-84,2/11/1945,Latin America & Caribbean,Upper middle income
Costa Rica,cri,2010,5.532303371,12014,4658887,Costa Rica,americas,america_north,america,g77,10,-84,2/11/1945,Latin America & Caribbean,Upper middle income
Costa Rica,cri,2011,5.392088827,12366,4726575,Costa Rica,americas,america_north,america,g77,10,-84,2/11/1945,Latin America & Caribbean,Upper middle income
Costa Rica,cri,2012,5.570526316,12792,4793725,Costa Rica,americas,america_north,america,g77,10,-84,2/11/1945,Latin America & Caribbean,Upper middle income
Costa Rica,cri,2013,5.755617978,12916,4859957,Costa Rica,americas,america_north,america,g77,10,-84,2/11/1945,Latin America & Caribbean,Upper middle income
Cote d'Ivoire,civ,2000,1.745788668,2912,16581653,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/9/1960,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,civ,2001,1.807238095,2843,16892864,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/9/1960,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,civ,2002,1.83495874,2736,17180649,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/9/1960,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,civ,2003,2.017857143,2642,17455501,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/9/1960,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,civ,2004,1.919649379,2612,17731840,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/9/1960,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,civ,2005,1.939002512,2598,18020946,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/9/1960,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,civ,2006,1.91879267,2582,18325979,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/9/1960,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,civ,2007,1.849570201,2572,18646754,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/9/1960,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,civ,2008,2.031398321,2581,18987007,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/9/1960,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,civ,2009,2.121012101,2608,19350026,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/9/1960,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,civ,2010,2.151260504,2605,19737800,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/9/1960,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,civ,2011,2.045977011,2444,20152894,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/9/1960,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,civ,2012,2.010071942,2636,20594615,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/9/1960,Sub-Saharan Africa,Lower middle income
Cote d'Ivoire,civ,2013,1.953554841,2823,21057316,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/9/1960,Sub-Saharan Africa,Lower middle income
Croatia,hrv,2000,4.788732394,15627,4505533,Croatia,europe,europe_east,europe_central_asia,others,45.16667,15.5,22/5/1992,Europe & Central Asia,Upper middle income
Croatia,hrv,2001,4.745069394,16060,4481620,Croatia,europe,europe_east,europe_central_asia,others,45.16667,15.5,22/5/1992,Europe & Central Asia,Upper middle income
Croatia,hrv,2002,5.087943262,16812,4466013,Croatia,europe,europe_east,europe_central_asia,others,45.16667,15.5,22/5/1992,Europe & Central Asia,Upper middle income
Croatia,hrv,2003,5.083682008,17752,4456587,Croatia,europe,europe_east,europe_central_asia,others,45.16667,15.5,22/5/1992,Europe & Central Asia,Upper middle income
Croatia,hrv,2004,5.297995243,18474,4449522,Croatia,europe,europe_east,europe_central_asia,others,45.16667,15.5,22/5/1992,Europe & Central Asia,Upper middle income
Croatia,hrv,2005,5.565100671,19241,4441986,Croatia,europe,europe_east,europe_central_asia,others,45.16667,15.5,22/5/1992,Europe & Central Asia,Upper middle income
Croatia,hrv,2006,5.884039088,20168,4433791,Croatia,europe,europe_east,europe_central_asia,others,45.16667,15.5,22/5/1992,Europe & Central Asia,Upper middle income
Croatia,hrv,2007,5.961650959,21223,4425995,Croatia,europe,europe_east,europe_central_asia,others,45.16667,15.5,22/5/1992,Europe & Central Asia,Upper middle income
Croatia,hrv,2008,6.003216468,21673,4418387,Croatia,europe,europe_east,europe_central_asia,others,45.16667,15.5,22/5/1992,Europe & Central Asia,Upper middle income
Croatia,hrv,2009,6.14911707,20097,4410864,Croatia,europe,europe_east,europe_central_asia,others,45.16667,15.5,22/5/1992,Europe & Central Asia,Upper middle income
Croatia,hrv,2010,5.950858297,19807,4403330,Croatia,europe,europe_east,europe_central_asia,others,45.16667,15.5,22/5/1992,Europe & Central Asia,Upper middle income
Croatia,hrv,2011,6.034034034,19813,4395560,Croatia,europe,europe_east,europe_central_asia,others,45.16667,15.5,22/5/1992,Europe & Central Asia,Upper middle income
Croatia,hrv,2012,6.480133556,19441,4387376,Croatia,europe,europe_east,europe_central_asia,others,45.16667,15.5,22/5/1992,Europe & Central Asia,Upper middle income
Croatia,hrv,2013,6.273945734,19298,4378806,Croatia,europe,europe_east,europe_central_asia,others,45.16667,15.5,22/5/1992,Europe & Central Asia,Upper middle income
Cuba,cub,2000,3.037941274,4882,11104313,Cuba,americas,america_north,america,g77,22,-79.5,24/10/1945,Latin America & Caribbean,Upper middle income
Cuba,cub,2001,2.866059818,5061,11140168,Cuba,americas,america_north,america,g77,22,-79.5,24/10/1945,Latin America & Caribbean,Upper middle income
Cuba,cub,2002,2.654407102,5133,11175434,Cuba,americas,america_north,america,g77,22,-79.5,24/10/1945,Latin America & Caribbean,Upper middle income
Cuba,cub,2003,2.655576094,5201,11208029,Cuba,americas,america_north,america,g77,22,-79.5,24/10/1945,Latin America & Caribbean,Upper middle income
Cuba,cub,2004,2.6491332930000002,5170,11234970,Cuba,americas,america_north,america,g77,22,-79.5,24/10/1945,Latin America & Caribbean,Upper middle income
Cuba,cub,2005,2.650276583,5248,11254242,Cuba,americas,america_north,america,g77,22,-79.5,24/10/1945,Latin America & Caribbean,Upper middle income
Cuba,cub,2006,2.840490798,5923,11265124,Cuba,americas,america_north,america,g77,22,-79.5,24/10/1945,Latin America & Caribbean,Upper middle income
Cuba,cub,2007,3.055059982,6054,11268687,Cuba,americas,america_north,america,g77,22,-79.5,24/10/1945,Latin America & Caribbean,Upper middle income
Cuba,cub,2008,3.951282051,6336,11266905,Cuba,americas,america_north,america,g77,22,-79.5,24/10/1945,Latin America & Caribbean,Upper middle income
Cuba,cub,2009,3.951747603,6476,11262628,Cuba,americas,america_north,america,g77,22,-79.5,24/10/1945,Latin America & Caribbean,Upper middle income
Cuba,cub,2010,3.736708861,6697,11257979,Cuba,americas,america_north,america,g77,22,-79.5,24/10/1945,Latin America & Caribbean,Upper middle income
Cuba,cub,2011,3.626179604,6928,11253665,Cuba,americas,america_north,america,g77,22,-79.5,24/10/1945,Latin America & Caribbean,Upper middle income
Cuba,cub,2012,3.5720263,7138,11249266,Cuba,americas,america_north,america,g77,22,-79.5,24/10/1945,Latin America & Caribbean,Upper middle income
Cuba,cub,2013,3.727779407,7379,11244424,Cuba,americas,america_north,america,g77,22,-79.5,24/10/1945,Latin America & Caribbean,Upper middle income
Cyprus,cyp,2000,7.735426009,24719,943294,Cyprus,europe,europe_west,europe_central_asia,others,35,33,20/9/1960,Europe & Central Asia,High income
Cyprus,cyp,2001,7.895770393,25335,961482,Cyprus,europe,europe_west,europe_central_asia,others,35,33,20/9/1960,Europe & Central Asia,High income
Cyprus,cyp,2002,7.960576194,25897,979874,Cyprus,europe,europe_west,europe_central_asia,others,35,33,20/9/1960,Europe & Central Asia,High income
Cyprus,cyp,2003,7.675220222,26218,998134,Cyprus,europe,europe_west,europe_central_asia,others,35,33,20/9/1960,Europe & Central Asia,High income
Cyprus,cyp,2004,7.740099962,27052,1015806,Cyprus,europe,europe_west,europe_central_asia,others,35,33,20/9/1960,Europe & Central Asia,High income
Cyprus,cyp,2005,7.616374269,27658,1032562,Cyprus,europe,europe_west,europe_central_asia,others,35,33,20/9/1960,Europe & Central Asia,High income
Cyprus,cyp,2006,7.357561547,28427,1048272,Cyprus,europe,europe_west,europe_central_asia,others,35,33,20/9/1960,Europe & Central Asia,High income
Cyprus,cyp,2007,7.43160288,29170,1063027,Cyprus,europe,europe_west,europe_central_asia,others,35,33,20/9/1960,Europe & Central Asia,High income
Cyprus,cyp,2008,7.420398946,29546,1077001,Cyprus,europe,europe_west,europe_central_asia,others,35,33,20/9/1960,Europe & Central Asia,High income
Cyprus,cyp,2009,7.224334601,28253,1090473,Cyprus,europe,europe_west,europe_central_asia,others,35,33,20/9/1960,Europe & Central Asia,High income
Cyprus,cyp,2010,7.15087982,27887,1103647,Cyprus,europe,europe_west,europe_central_asia,others,35,33,20/9/1960,Europe & Central Asia,High income
Cyprus,cyp,2011,7.300782706,27272,1116564,Cyprus,europe,europe_west,europe_central_asia,others,35,33,20/9/1960,Europe & Central Asia,High income
Cyprus,cyp,2012,7.348484848,26011,1129166,Cyprus,europe,europe_west,europe_central_asia,others,35,33,20/9/1960,Europe & Central Asia,High income
Cyprus,cyp,2013,6.802567006,24519,1141453,Cyprus,europe,europe_west,europe_central_asia,others,35,33,20/9/1960,Europe & Central Asia,High income
Czech Republic,cze,2000,7.103605067,19616,10242890,Czech Republic,europe,europe_east,europe_central_asia,oecd,49.75,15,19/1/1993,Europe & Central Asia,High income
Czech Republic,cze,2001,6.868138801,20291,10225701,Czech Republic,europe,europe_east,europe_central_asia,oecd,49.75,15,19/1/1993,Europe & Central Asia,High income
Czech Republic,cze,2002,6.682701203,20665,10209500,Czech Republic,europe,europe_east,europe_central_asia,oecd,49.75,15,19/1/1993,Europe & Central Asia,High income
Czech Republic,cze,2003,6.551370895,21415,10199327,Czech Republic,europe,europe_east,europe_central_asia,oecd,49.75,15,19/1/1993,Europe & Central Asia,High income
Czech Republic,cze,2004,6.757375075,22468,10201665,Czech Republic,europe,europe_east,europe_central_asia,oecd,49.75,15,19/1/1993,Europe & Central Asia,High income
Czech Republic,cze,2005,6.980108499,23882,10220638,Czech Republic,europe,europe_east,europe_central_asia,oecd,49.75,15,19/1/1993,Europe & Central Asia,High income
Czech Republic,cze,2006,6.79231473,25456,10258796,Czech Republic,europe,europe_east,europe_central_asia,oecd,49.75,15,19/1/1993,Europe & Central Asia,High income
Czech Republic,cze,2007,6.947562098,26707,10313525,Czech Republic,europe,europe_east,europe_central_asia,oecd,49.75,15,19/1/1993,Europe & Central Asia,High income
Czech Republic,cze,2008,6.780905753,27204,10377359,Czech Republic,europe,europe_east,europe_central_asia,oecd,49.75,15,19/1/1993,Europe & Central Asia,High income
Czech Republic,cze,2009,6.684981685,25740,10439735,Czech Republic,europe,europe_east,europe_central_asia,oecd,49.75,15,19/1/1993,Europe & Central Asia,High income
Czech Republic,cze,2010,6.717948718,26254,10492960,Czech Republic,europe,europe_east,europe_central_asia,oecd,49.75,15,19/1/1993,Europe & Central Asia,High income
Czech Republic,cze,2011,6.42633036,26725,10534293,Czech Republic,europe,europe_east,europe_central_asia,oecd,49.75,15,19/1/1993,Europe & Central Asia,High income
Czech Republic,cze,2012,6.315140302,26474,10565678,Czech Republic,europe,europe_east,europe_central_asia,oecd,49.75,15,19/1/1993,Europe & Central Asia,High income
Czech Republic,cze,2013,6.201474201,26338,10589806,Czech Republic,europe,europe_east,europe_central_asia,oecd,49.75,15,19/1/1993,Europe & Central Asia,High income
Denmark,dnk,2000,7.492906731,41548,5339501,Denmark,europe,europe_west,europe_central_asia,oecd,56,10,24/10/1945,Europe & Central Asia,High income
Denmark,dnk,2001,8.376611694,41740,5356055,Denmark,europe,europe_west,europe_central_asia,oecd,56,10,24/10/1945,Europe & Central Asia,High income
Denmark,dnk,2002,8.196857397,41801,5370507,Denmark,europe,europe_west,europe_central_asia,oecd,56,10,24/10/1945,Europe & Central Asia,High income
Denmark,dnk,2003,7.793000299,41850,5384487,Denmark,europe,europe_west,europe_central_asia,oecd,56,10,24/10/1945,Europe & Central Asia,High income
Denmark,dnk,2004,7.894736842,42856,5400280,Denmark,europe,europe_west,europe_central_asia,oecd,56,10,24/10/1945,Europe & Central Asia,High income
Denmark,dnk,2005,8.905682484,43736,5419444,Denmark,europe,europe_west,europe_central_asia,oecd,56,10,24/10/1945,Europe & Central Asia,High income
Denmark,dnk,2006,8.535368359,45299,5442644,Denmark,europe,europe_west,europe_central_asia,oecd,56,10,24/10/1945,Europe & Central Asia,High income
Denmark,dnk,2007,8.265892598,45508,5469130,Denmark,europe,europe_west,europe_central_asia,oecd,56,10,24/10/1945,Europe & Central Asia,High income
Denmark,dnk,2008,8.354780517,45010,5497312,Denmark,europe,europe_west,europe_central_asia,oecd,56,10,24/10/1945,Europe & Central Asia,High income
Denmark,dnk,2009,7.662275449,42573,5524874,Denmark,europe,europe_west,europe_central_asia,oecd,56,10,24/10/1945,Europe & Central Asia,High income
Denmark,dnk,2010,8.080047087,43178,5550142,Denmark,europe,europe_west,europe_central_asia,oecd,56,10,24/10/1945,Europe & Central Asia,High income
Denmark,dnk,2011,8.008363202,43575,5572594,Denmark,europe,europe_west,europe_central_asia,oecd,56,10,24/10/1945,Europe & Central Asia,High income
Denmark,dnk,2012,7.77544281,43510,5592738,Denmark,europe,europe_west,europe_central_asia,oecd,56,10,24/10/1945,Europe & Central Asia,High income
Denmark,dnk,2013,8.294624295,43733,5611187,Denmark,europe,europe_west,europe_central_asia,oecd,56,10,24/10/1945,Europe & Central Asia,High income
Djibouti,dji,2000,3.042649272,1802,731930,Djibouti,africa,africa_north,middle_east_north_africa,g77,11.58901,43.14503,20/9/1977,Middle East & North Africa,Lower middle income
Djibouti,dji,2001,2.926337033,1776,749604,Djibouti,africa,africa_north,middle_east_north_africa,g77,11.58901,43.14503,20/9/1977,Middle East & North Africa,Lower middle income
Djibouti,dji,2002,2.93865628,1762,765283,Djibouti,africa,africa_north,middle_east_north_africa,g77,11.58901,43.14503,20/9/1977,Middle East & North Africa,Lower middle income
Djibouti,dji,2003,2.808022923,1886,779640,Djibouti,africa,africa_north,middle_east_north_africa,g77,11.58901,43.14503,20/9/1977,Middle East & North Africa,Lower middle income
Djibouti,dji,2004,2.657303371,2041,793738,Djibouti,africa,africa_north,middle_east_north_africa,g77,11.58901,43.14503,20/9/1977,Middle East & North Africa,Lower middle income
Djibouti,dji,2005,2.762030905,2078,808367,Djibouti,africa,africa_north,middle_east_north_africa,g77,11.58901,43.14503,20/9/1977,Middle East & North Africa,Lower middle income
Djibouti,dji,2006,3.439930856,2297,823682,Djibouti,africa,africa_north,middle_east_north_africa,g77,11.58901,43.14503,20/9/1977,Middle East & North Africa,Lower middle income
Djibouti,dji,2007,3.5990058,2359,839453,Djibouti,africa,africa_north,middle_east_north_africa,g77,11.58901,43.14503,20/9/1977,Middle East & North Africa,Lower middle income
Djibouti,dji,2008,3.163056804,2435,855636,Djibouti,africa,africa_north,middle_east_north_africa,g77,11.58901,43.14503,20/9/1977,Middle East & North Africa,Lower middle income
Djibouti,dji,2009,2.364963504,2502,872090,Djibouti,africa,africa_north,middle_east_north_africa,g77,11.58901,43.14503,20/9/1977,Middle East & North Africa,Lower middle income
Djibouti,dji,2010,2.237535468,2534,888716,Djibouti,africa,africa_north,middle_east_north_africa,g77,11.58901,43.14503,20/9/1977,Middle East & North Africa,Lower middle income
Djibouti,dji,2011,1.990415335,2590,905564,Djibouti,africa,africa_north,middle_east_north_africa,g77,11.58901,43.14503,20/9/1977,Middle East & North Africa,Lower middle income
Djibouti,dji,2012,2.249115914,2654,922708,Djibouti,africa,africa_north,middle_east_north_africa,g77,11.58901,43.14503,20/9/1977,Middle East & North Africa,Lower middle income
Djibouti,dji,2013,2.315304948,2724,940090,Djibouti,africa,africa_north,middle_east_north_africa,g77,11.58901,43.14503,20/9/1977,Middle East & North Africa,Lower middle income
Dominica,dma,2000,6.905648057,7110,69672,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
Dominica,dma,2001,6.757894737,7095,69447,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
Dominica,dma,2002,7.00536193,6919,69301,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
Dominica,dma,2003,6.464404524,7428,69200,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
Dominica,dma,2004,6.647277646,7603,69087,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
Dominica,dma,2005,6.30369357,7558,68925,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
Dominica,dma,2006,6.839904011,7890,68700,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
Dominica,dma,2007,6.782380013,8345,68434,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
Dominica,dma,2008,7.024164184,8981,68159,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
Dominica,dma,2009,6.725057623,8862,67922,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
Dominica,dma,2010,6.304857621,8947,67757,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
Dominica,dma,2011,6.032410533,8944,67675,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
Dominica,dma,2012,5.865038996,8823,67665,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
Dominica,dma,2013,5.348345275,9145,67702,Dominica,americas,america_north,america,g77,15.5,-61.33333,18/12/1978,Latin America & Caribbean,Upper middle income
Dominican Republic,dom,2000,4.118705036,8272,8591967,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
Dominican Republic,dom,2001,3.964570416,8279,8726256,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
Dominican Republic,dom,2002,4.1540481400000004,8614,8860760,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
Dominican Republic,dom,2003,3.619225385,8457,8995398,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
Dominican Republic,dom,2004,3.842960289,8439,9129965,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
Dominican Republic,dom,2005,4.261168385,9085,9264267,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
Dominican Republic,dom,2006,4.655682298,9912,9398285,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
Dominican Republic,dom,2007,4.742405327,10602,9531954,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
Dominican Republic,dom,2008,4.845238095,10792,9664948,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
Dominican Republic,dom,2009,4.851170569,10745,9796852,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
Dominican Republic,dom,2010,4.669826224,11481,9927320,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
Dominican Republic,dom,2011,4.088992974,11679,10056181,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
Dominican Republic,dom,2012,3.839875632,11848,10183339,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
Dominican Republic,dom,2013,4.039785769,12251,10308609,Dominican Republic,americas,america_north,america,g77,19,-70.66667,24/10/1945,Latin America & Caribbean,Upper middle income
Ecuador,ecu,2000,5.237636761,7455,12345023,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
Ecuador,ecu,2001,5.539016689,7642,12552036,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
Ecuador,ecu,2002,5.294012511,7833,12767415,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
Ecuador,ecu,2003,5.495004541,7894,12987992,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
Ecuador,ecu,2004,5.538185085,8354,13208869,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
Ecuador,ecu,2005,5.354092527,8607,13426402,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
Ecuador,ecu,2006,5.927321669,8822,13639708,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
Ecuador,ecu,2007,6.150926344,8876,13849721,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
Ecuador,ecu,2008,6.227252939,9295,14056740,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
Ecuador,ecu,2009,6.038427948,9208,14261566,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
Ecuador,ecu,2010,6.124361158,9392,14464739,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
Ecuador,ecu,2011,6.287878788,9985,14666055,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
Ecuador,ecu,2012,6.048572646,10398,14864987,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
Ecuador,ecu,2013,6.233788396,10760,15061398,Ecuador,americas,america_south,america,g77,-1.25,-78.25,21/12/1945,Latin America & Caribbean,Upper middle income
Egypt,egy,2000,2.23871734,8632,67648419,Egypt,africa,africa_north,middle_east_north_africa,g77,27,30,24/10/1945,Middle East & North Africa,Lower middle income
Egypt,egy,2001,2.094455852,8833,68888032,Egypt,africa,africa_north,middle_east_north_africa,g77,27,30,24/10/1945,Middle East & North Africa,Lower middle income
Egypt,egy,2002,2.151426907,8904,70174632,Egypt,africa,africa_north,middle_east_north_africa,g77,27,30,24/10/1945,Middle East & North Africa,Lower middle income
Egypt,egy,2003,2.358094111,8960,71498433,Egypt,africa,africa_north,middle_east_north_africa,g77,27,30,24/10/1945,Middle East & North Africa,Lower middle income
Egypt,egy,2004,2.271381082,9094,72844998,Egypt,africa,africa_north,middle_east_north_africa,g77,27,30,24/10/1945,Middle East & North Africa,Lower middle income
Egypt,egy,2005,2.34036234,9291,74203215,Egypt,africa,africa_north,middle_east_north_africa,g77,27,30,24/10/1945,Middle East & North Africa,Lower middle income
Egypt,egy,2006,2.571850103,9618,75568453,Egypt,africa,africa_north,middle_east_north_africa,g77,27,30,24/10/1945,Middle East & North Africa,Lower middle income
Egypt,egy,2007,2.730914369,10070,76941572,Egypt,africa,africa_north,middle_east_north_africa,g77,27,30,24/10/1945,Middle East & North Africa,Lower middle income
Egypt,egy,2008,2.608595989,10437,78323298,Egypt,africa,africa_north,middle_east_north_africa,g77,27,30,24/10/1945,Middle East & North Africa,Lower middle income
Egypt,egy,2009,2.495786109,10669,79716203,Egypt,africa,africa_north,middle_east_north_africa,g77,27,30,24/10/1945,Middle East & North Africa,Lower middle income
Egypt,egy,2010,2.871970345,10985,81121077,Egypt,africa,africa_north,middle_east_north_africa,g77,27,30,24/10/1945,Middle East & North Africa,Lower middle income
Egypt,egy,2011,2.755705833,10737,82536770,Egypt,africa,africa_north,middle_east_north_africa,g77,27,30,24/10/1945,Middle East & North Africa,Lower middle income
Egypt,egy,2012,2.944116821,10767,83958369,Egypt,africa,africa_north,middle_east_north_africa,g77,27,30,24/10/1945,Middle East & North Africa,Lower middle income
Egypt,egy,2013,2.991482112,10775,85378440,Egypt,africa,africa_north,middle_east_north_africa,g77,27,30,24/10/1945,Middle East & North Africa,Lower middle income
El Salvador,slv,2000,3.005116096,6409,5940305,El Salvador,americas,america_north,america,g77,13.83333,-88.91667,24/10/1945,Latin America & Caribbean,Lower middle income
El Salvador,slv,2001,3.118721461,6481,5966027,El Salvador,americas,america_north,america,g77,13.83333,-88.91667,24/10/1945,Latin America & Caribbean,Lower middle income
El Salvador,slv,2002,3.505107832,6613,5988233,El Salvador,americas,america_north,america,g77,13.83333,-88.91667,24/10/1945,Latin America & Caribbean,Lower middle income
